Label;# Samples;Average;Min;Max;Std. Dev.;Error %;Throughput;Received KB/sec;Sent KB/sec;Avg. Bytes
test/autenticacion2/authentication-ui/assets/svg/countries/bj.svg-867;150;129;0;3043;361.9;0.00%;5.59681;2.68;3.59;490.9
test/autenticacion2/authentication-ui/assets/svg/countries/by.svg-870;150;191;0;3060;465.43;0.00%;5.59639;9.35;3.59;1710
test/autenticacion2/authentication-ui/assets/svg/countries/bm.svg-868;150;455;0;8201;1123.9;0.00%;5.58285;175.3;3.58;32152.9
test/autenticacion2/authentication-ui/assets/svg/countries/bt.svg-869;150;374;0;7113;892.39;0.00%;5.5418;262.82;3.56;48563.9
test/autenticacion2/authentication-ui/assets/svg/countries/bz.svg-866;150;533;0;4293;893.28;0.00%;5.56318;469.82;3.57;86478.9
test/autenticacion2/authentication-ui/assets/svg/countries/bo.svg-871;150;668;0;7393;1067.39;0.00%;5.55124;1274.55;3.56;235106.9
test/autenticacion2/authentication-ui/assets/svg/countries/ba.svg-872;150;90;0;1049;238.42;0.00%;5.55658;4.55;3.57;838.9
test/autenticacion2/authentication-ui/assets/svg/countries/bw.svg-873;150;90;0;1106;240.19;0.00%;5.55412;2.59;3.56;478
test/autenticacion2/authentication-ui/assets/svg/countries/br.svg-874;150;166;0;3130;532.77;0.00%;5.36653;23.38;3.44;4461.9
test/autenticacion2/authentication-ui/assets/svg/countries/bg.svg-876;150;116;0;3039;348.9;0.00%;5.36615;2.55;3.44;485.9
test/autenticacion2/authentication-ui/assets/svg/countries/bn.svg-875;150;258;0;3110;549.4;0.00%;5.35408;128.33;3.44;24542.9
test/autenticacion2/authentication-ui/assets/svg/countries/bf.svg-877;150;103;0;1106;263.25;0.00%;5.34207;4.62;3.43;885.9
test/autenticacion2/authentication-ui/assets/svg/countries/bi.svg-878;150;224;0;3050;599.17;0.00%;5.33941;6.53;3.43;1252.9
test/autenticacion2/authentication-ui/assets/svg/countries/cv.svg-879;150;185;0;3041;460.97;0.00%;5.33656;6.56;3.42;1257.9
test/autenticacion2/authentication-ui/assets/svg/countries/kh.svg-880;150;311;0;5209;724.01;0.00%;5.33125;70.17;3.42;13477
test/autenticacion2/authentication-ui/assets/svg/countries/cm.svg-881;150;198;0;3050;471.15;0.00%;5.32935;5.02;3.42;965
test/autenticacion2/authentication-ui/assets/svg/countries/ca.svg-882;150;157;0;3045;483.47;0.00%;5.35714;5;3.44;956
test/autenticacion2/authentication-ui/assets/svg/countries/td.svg-883;150;152;0;3046;382.73;0.00%;5.35791;2.56;3.44;488.9
test/autenticacion2/authentication-ui/assets/svg/countries/cn.svg-884;150;159;0;3046;484.66;0.00%;5.16814;4.37;3.32;866
test/autenticacion2/authentication-ui/assets/svg/countries/cl.svg-885;150;125;0;3045;408.93;0.00%;5.166;4.34;3.31;861
test/autenticacion2/authentication-ui/assets/svg/countries/cy.svg-886;150;225;0;4065;581.05;0.00%;5.13277;52.11;3.29;10396
test/autenticacion2/authentication-ui/assets/svg/countries/co.svg-887;150;151;0;3042;433.24;0.00%;5.13189;2.55;3.29;509
test/autenticacion2/authentication-ui/assets/svg/countries/cg.svg-889;150;103;0;1042;261.89;0.00%;4.96245;2.72;3.18;561
test/autenticacion2/authentication-ui/assets/svg/countries/km.svg-888;150;196;0;3044;469.18;0.00%;4.80277;4.81;3.08;1025
