Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/v1/tiles-383,50,376,349,438,17.61,0.000%,36.73769,9.83,9.40,274.0
/vuce-zee-api-autorizacion/login/-384,50,150,59,402,85.18,0.000%,45.37205,199.43,24.55,4501.0
/submit/activity-stream/sessions/1/580c036b-f58a-41be-9921-490665b23655-385,50,426,379,486,22.67,0.000%,34.96503,27.69,52.28,811.0
/submit/firefox-desktop/newtab/1/e6ae983b-c899-445e-9bd4-683855f4a2cc-387,50,214,175,246,17.12,0.000%,39.61965,32.07,91.81,828.8
/vuce-zee-api-autorizacion/auth-388,50,1670,282,2681,536.30,0.000%,15.06024,108.07,60.09,7347.9
/pass-through-https-cert/zee/api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE3MDY3MDIzNTEsImlhdCI6MTcwNjY5ODc1MSwianRpIjoiYmY1OTgzMTItYWFhNS00YThmLTk3YTMtMWNlZTFhODMwYTJmIiwiaXNzIjoiaHR0cHM6Ly9jZXJ0aWZpY2F0aW9uLXRlc3QudnVjZS5nb2IucGUvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImZiNDNiMzYxLThjYzItNDVjNy1hMmIyLTlkMTI4ZDcxMzE5NCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.MzI82Ej5GzrDDw6EfMRL-b2MZRUK7sO0wHfxNoCEm0CH8_kCvVjEZ7-8neRACSkdFGXevDPZZ241dubYlZGbOPNm5apNfA-7mSoPWSXQHdV8rKt1VKYPPZ-baSj7Zv0w8jL5M-ckhT4BqWBFWgPBX4eA6OPBFwhODeuGj4LlRlPZwXaPHUOBrYjV43XoMAS-1cWZVMFRZKOog9DndWoq80nRcLe_xNlzNaq5jvsx3Ru6HBkoFG-QZT5kTIOQ0bF-56HPtj7xaN9FTfrMistblTQi6lnBLO0zEVErM8iY_QII6wdnPLV8KW8xsH01f8p2BrQJCD-arZ7DQyvOJHRttg&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-390,50,436,74,1197,331.41,0.000%,12.00480,15.15,26.48,1292.0
/pass-through-https-cert/zee/api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE3MDY3MDIzNTEsImlhdCI6MTcwNjY5ODc1MSwianRpIjoiYmY1OTgzMTItYWFhNS00YThmLTk3YTMtMWNlZTFhODMwYTJmIiwiaXNzIjoiaHR0cHM6Ly9jZXJ0aWZpY2F0aW9uLXRlc3QudnVjZS5nb2IucGUvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImZiNDNiMzYxLThjYzItNDVjNy1hMmIyLTlkMTI4ZDcxMzE5NCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.MzI82Ej5GzrDDw6EfMRL-b2MZRUK7sO0wHfxNoCEm0CH8_kCvVjEZ7-8neRACSkdFGXevDPZZ241dubYlZGbOPNm5apNfA-7mSoPWSXQHdV8rKt1VKYPPZ-baSj7Zv0w8jL5M-ckhT4BqWBFWgPBX4eA6OPBFwhODeuGj4LlRlPZwXaPHUOBrYjV43XoMAS-1cWZVMFRZKOog9DndWoq80nRcLe_xNlzNaq5jvsx3Ru6HBkoFG-QZT5kTIOQ0bF-56HPtj7xaN9FTfrMistblTQi6lnBLO0zEVErM8iY_QII6wdnPLV8KW8xsH01f8p2BrQJCD-arZ7DQyvOJHRttg&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-391,50,709,125,1845,411.48,0.000%,9.60615,6.86,36.12,731.2
/vuce-zee-mf/-392,50,20,17,26,2.54,0.000%,9.82898,44.82,27.70,4669.2
/pass-through-https-cert/zee/api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE3MDY3MDIzNTEsImlhdCI6MTcwNjY5ODc1MSwianRpIjoiYmY1OTgzMTItYWFhNS00YThmLTk3YTMtMWNlZTFhODMwYTJmIiwiaXNzIjoiaHR0cHM6Ly9jZXJ0aWZpY2F0aW9uLXRlc3QudnVjZS5nb2IucGUvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImZiNDNiMzYxLThjYzItNDVjNy1hMmIyLTlkMTI4ZDcxMzE5NCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.MzI82Ej5GzrDDw6EfMRL-b2MZRUK7sO0wHfxNoCEm0CH8_kCvVjEZ7-8neRACSkdFGXevDPZZ241dubYlZGbOPNm5apNfA-7mSoPWSXQHdV8rKt1VKYPPZ-baSj7Zv0w8jL5M-ckhT4BqWBFWgPBX4eA6OPBFwhODeuGj4LlRlPZwXaPHUOBrYjV43XoMAS-1cWZVMFRZKOog9DndWoq80nRcLe_xNlzNaq5jvsx3Ru6HBkoFG-QZT5kTIOQ0bF-56HPtj7xaN9FTfrMistblTQi6lnBLO0zEVErM8iY_QII6wdnPLV8KW8xsH01f8p2BrQJCD-arZ7DQyvOJHRttg&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-393,50,830,124,1524,332.91,0.000%,8.23995,5.61,30.98,697.2
/pass-through-https-cert/zee/api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE3MDY3MDIzNTEsImlhdCI6MTcwNjY5ODc1MSwianRpIjoiYmY1OTgzMTItYWFhNS00YThmLTk3YTMtMWNlZTFhODMwYTJmIiwiaXNzIjoiaHR0cHM6Ly9jZXJ0aWZpY2F0aW9uLXRlc3QudnVjZS5nb2IucGUvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI0YjA3ZTcwMy02OGZiLTRkZjgtYWUxZS00YTE2ZTVhNjVjNTUiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImZiNDNiMzYxLThjYzItNDVjNy1hMmIyLTlkMTI4ZDcxMzE5NCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsiQWRtaW5pc3RyYWRvciIsIm9mZmxpbmVfYWNjZXNzIiwidW1hX2F1dGhvcml6YXRpb24iXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6InByb2ZpbGUgZW1haWwgZGVmYXVsdCIsImVtYWlsX3ZlcmlmaWVkIjpmYWxzZSwibmFtZSI6IkFiZWwgQ2hpbmdvIFRlbGxvIiwicHJlZmVycmVkX3VzZXJuYW1lIjoiYWJlbGNoaW5nbyIsImdpdmVuX25hbWUiOiJBYmVsIiwibG9jYWxlIjoiZW4iLCJmYW1pbHlfbmFtZSI6IkNoaW5nbyBUZWxsbyIsImVtYWlsIjoiYWRtaW5AemVlcGVydS5jb20ifQ.MzI82Ej5GzrDDw6EfMRL-b2MZRUK7sO0wHfxNoCEm0CH8_kCvVjEZ7-8neRACSkdFGXevDPZZ241dubYlZGbOPNm5apNfA-7mSoPWSXQHdV8rKt1VKYPPZ-baSj7Zv0w8jL5M-ckhT4BqWBFWgPBX4eA6OPBFwhODeuGj4LlRlPZwXaPHUOBrYjV43XoMAS-1cWZVMFRZKOog9DndWoq80nRcLe_xNlzNaq5jvsx3Ru6HBkoFG-QZT5kTIOQ0bF-56HPtj7xaN9FTfrMistblTQi6lnBLO0zEVErM8iY_QII6wdnPLV8KW8xsH01f8p2BrQJCD-arZ7DQyvOJHRttg&idkeycload=4b07e703-68fb-4df8-ae1e-4a16e5a65c55-394,50,655,29,1324,290.84,0.000%,7.26744,8.31,16.51,1171.0
