Etiqueta,# Muestras,Media,Mín,Máx,Desv. Estándar,% Error,Rendimiento,Kb/sec,Sent KB/sec,Media de Bytes
JSR223 Sampler,100,0,0,3,0.56,100.000%,101.11223,0.00,0.00,.0
/vuce-zee-api-autorizacion/login/-153,100,185,144,422,35.96,0.000%,71.37759,314.58,44.47,4513.0
/vuce-zee-api-autorizacion/auth-154,100,3006,235,12294,1785.67,0.000%,7.71129,57.87,30.99,7684.6
/vuce-zee-api/v1/login/token?token=eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJSWmtYbGdXLU90bjd2RzFiZl9FUHFvRXl0QV9jSUJnc3l5UDhZSlpHTk9vIn0.eyJleHAiOjE3MjI1NTM1OTgsImlhdCI6MTcyMjU0OTk5OCwianRpIjoiZmE1ZDg1MGUtNzIwZi00Y2I0LWExMmEtZmY2MTY5MTI3MGM1IiwiaXNzIjoiaHR0cHM6Ly9jZXJ0aWZpY2F0aW9uLXRlc3QudnVjZS5nb2IucGUvYXV0aC9yZWFsbXMvemVlcGVydSIsImF1ZCI6ImFjY291bnQiLCJzdWIiOiI5M2UxOTE2OS1mMDlkLTRjZmEtYTBjZS00NjJkN2M0NWJlM2MiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJsYW5kaW5nIiwic2Vzc2lvbl9zdGF0ZSI6ImZkODQ0OWFkLTZiZWEtNDAxOS1iZjRkLTA4ODE4MGY5NTU2YiIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiaHR0cDovL2xvY2FsaG9zdDo4MDgxLyoiLCJodHRwczovL2xhbmRpbmctdGVzdC52dWNlLmdvYi5wZSIsIioiLCJodHRwOi8vbG9jYWhvc3Q6OTAwMCJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsib2ZmbGluZV9hY2Nlc3MiLCJ1bWFfYXV0aG9yaXphdGlvbiJdfSwicmVzb3VyY2VfYWNjZXNzIjp7ImFjY291bnQiOnsicm9sZXMiOlsibWFuYWdlLWFjY291bnQiLCJtYW5hZ2UtYWNjb3VudC1saW5rcyIsInZpZXctcHJvZmlsZSJdfX0sInNjb3BlIjoicHJvZmlsZSBlbWFpbCBkZWZhdWx0IiwiZW1haWxfdmVyaWZpZWQiOmZhbHNlLCJuYW1lIjoiRU1JTElBTk8gQUdVSUxBUiBNQUxMUVVJIiwicHJlZmVycmVkX3VzZXJuYW1lIjoia2xsYW5vc3IxNCIsImdpdmVuX25hbWUiOiJFTUlMSUFOTyBBR1VJTEFSIiwiZmFtaWx5X25hbWUiOiJNQUxMUVVJIiwiZW1haWwiOiJrbGxhbm9zcjE0QGdtYWlsLmNvbSJ9.EmdNhGTH8swdcVKfjhX0zaAdfSWZ28GmtIwLDqTP0Be0yVWIboZLCvu6hi5WA5C7TjAje6uStLhN5UmBdGZpTHsT0VoRXU1cBNYicGdun3lb_HK-a-h3xmqS5lit9hLSYnr-WdugEb8WbhCQ9yirkMo4pNbnwBctxXmtjgYmIgi4f1yIK2JyFhSMm83bSipv3iNvahC6eYCX2J5Ywow9J9wYyXsZ3mv4g3uBFxT5hscauPa3YuOlf-McnS_FVjy53Y2YaShGB9Dt7AHjbVH0EPWF0dyOwbSd3uHxC63xsTzzAvG3pD61BJI5qxkXqJ7b-TJP79LZt2s5Kj7ALjnuzQ&idkeycload=93e19169-f09d-4cfa-a0ce-462d7c45be3c-156,100,274,59,3104,338.26,0.000%,7.81739,2.70,45.71,353.7
/vuce-zee-mf/-157,100,156,41,1279,221.49,0.000%,7.88271,38.61,22.24,5015.3
/vuce-zee-api/v1/kc/user-keycloack-161,100,153,51,1108,176.51,0.000%,7.87278,5.74,16.62,746.6
/vuce-zee-api-configuracion/v1/catalogomensaje/getMessages-162,100,5840,570,14459,3837.19,0.000%,4.26203,5564.29,8.90,1336882.5
/vuce-zee-api-configuracion/v1/catalogomensaje/getTitulos-163,100,323,53,4179,673.97,0.000%,4.35275,5.65,9.08,1328.6
/vuce-zee-api/v1/personas/listzonas-164,100,271,54,4108,593.94,0.000%,4.35275,2.41,9.19,566.3
/vuce-zee-api-configuracion/v1/menu/nav-165,100,838,155,4447,979.54,0.000%,4.00320,190.54,8.79,48740.0
