Etiqueta,# Muestras,Media,Mín,Máx,Desv. Estándar,% Error,Rendimiento,Kb/sec,Sent KB/sec,Media de Bytes
/vuce-zee-api-autorizacion/login/-24,350,76,0,1230,120.96,0.000%,.60761,1.67,0.44,2815.0
/vuce-zee-api-autorizacion/auth-25,350,1603,0,6066,1237.81,0.000%,.60596,3.58,2.44,6051.4
/vuce-zee-api/v1/login/token?token=&idkeycload=ed260e2b-d5f5-4217-915b-aada7e3021f2-27,350,57,0,632,73.38,0.000%,.60770,0.32,3.63,543.2
/vuce-zee-mf/-28,350,26,0,81,8.72,0.000%,.60783,1.99,1.72,3351.2
/vuce-zee-api/v1/login/token?token=&idkeycload=ed260e2b-d5f5-4217-915b-aada7e3021f2-29,350,60,0,1048,95.71,0.000%,.60782,0.32,3.64,542.3
/vuce-zee-api/v1/login/token?token=&idkeycload=ed260e2b-d5f5-4217-915b-aada7e3021f2-30,350,58,0,645,82.41,0.000%,.60797,0.33,2.31,547.7
/vuce-zee-api/v1/login/token?token=&idkeycload=ed260e2b-d5f5-4217-915b-aada7e3021f2-31,350,49,0,369,52.86,0.000%,.60837,0.32,2.31,543.3
/vuce-zee-api-configuracion/role/Usuario%20ZEE%20Demo-33,350,31,0,126,11.87,0.000%,.60845,0.45,1.31,754.8
/vuce-zee-api/v1/personas/user-keycloack/ed260e2b-d5f5-4217-915b-aada7e3021f2-32,350,46,0,250,23.58,0.000%,.60845,0.51,1.33,860.9
/vuce-zee-api-contrato/v1/contratos/buscar-por-usuario-34,350,31,0,227,17.78,0.000%,.60847,0.17,1.34,290.8
/vuce-zee-api/v1/personas/imagen/5d192cae-37d3-45e4-af7f-20361ac8db70-35,350,53,0,218,28.31,0.000%,.60847,5.86,1.30,9868.4
/vuce-zee-api-configuracion/v1/mensajeria/noleidos/5d192cae-37d3-45e4-af7f-20361ac8db70-37,350,32,0,190,19.68,0.000%,.60848,0.17,1.31,288.8
/vuce-zee-api-configuracion/v1/notificaciones/noleidos/5d192cae-37d3-45e4-af7f-20361ac8db70-38,350,32,0,173,19.15,0.000%,.60848,0.17,1.33,290.3
/vuce-zee-api-configuracion/tipos-usuarios-menu-roles/8b24c4aa-4432-e968-4d02-6d0a90f508af/c9d27f92-44f1-45e0-95c9-772b8482dba5-36,350,95,0,1142,76.90,0.000%,.60843,23.57,1.36,39661.8
/v4/fullHashes:find-39,350,140,0,192,5.87,0.000%,.60836,0.35,0.40,584.0
/vuce-zee-api-configuracion/v1/notificaciones/nuevanotificacion-41,350,30536,0,31036,267.04,0.000%,.57780,0.22,0.39,382.6
/vuce-zee-api-configuracion/tipos-usuarios-menu-parametros-rol/parametros-49,319,79,0,1266,104.29,0.000%,.56352,0.25,1.30,451.6
/vuce-zee-api-configuracion/v1/notificaciones/noleidos/5d192cae-37d3-45e4-af7f-20361ac8db70-48,319,36,0,151,26.31,0.000%,.56354,0.16,1.24,286.1
/vuce-zee-api-configuracion/v1/mensajeria/noleidos/5d192cae-37d3-45e4-af7f-20361ac8db70-47,318,37,0,190,27.52,0.000%,.56177,0.16,1.21,283.0
/v4/fullHashes:find-54,316,56,0,72,5.14,0.000%,.55826,0.32,0.36,584.0
/vuce-zee-api/v1/maestros/find_by_prefix-51,310,43,0,235,36.33,0.000%,.54860,0.44,1.18,820.0
/vuce-zee-api-ingreso/v1/anuncio-llegadas/buscar-anuncio-llegadas-53,310,67,0,201,27.93,0.000%,.54859,7.37,1.31,13761.3
/vuce-zee-api/v1/maestros/find_by_prefix_and_correlatives-50,310,33,0,144,18.36,0.000%,.54865,0.53,1.20,997.8
/vuce-zee-api/v1/maestros/find_by_prefix_and_correlatives-52,310,31,0,124,14.09,0.000%,.54865,0.53,1.20,994.5
/ajax/libs/font-awesome/5.5.0/webfonts/fa-solid-900.woff2-56,310,117,0,280,58.52,0.000%,.54853,40.10,0.28,74856.7
/vuce-zee-api-ingreso/v1/anuncio-llegadas/buscar-anuncio-llegadas-58,310,38,0,112,11.32,0.000%,.54863,0.70,1.32,1309.4
/vuce-zee-api-configuracion/v1/notificaciones/nuevanotificacion-55,310,30461,0,30660,128.24,0.000%,.52056,0.18,0.35,349.4
/vuce-zee-api-configuracion/v1/mensajeria/noleidos/5d192cae-37d3-45e4-af7f-20361ac8db70-59,300,75,0,1163,93.29,0.000%,.62487,0.27,1.35,441.1
/vuce-zee-api-configuracion/v1/notificaciones/noleidos/5d192cae-37d3-45e4-af7f-20361ac8db70-60,300,36,0,1031,60.58,0.000%,.62495,0.17,1.37,285.0
/vuce-zee-api-autorizacion/login/-62,300,30,0,141,15.79,0.000%,.62494,1.61,0.47,2645.6
/vuce-zee-api-configuracion/v1/notificaciones/nuevanotificacion-61,300,30867,0,30937,43.86,0.000%,.58730,0.19,0.40,337.9
Total,10242,2972,0,31036,8898.04,0.000%,16.25900,83.81,36.89,5278.5
