Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/canonical.html-1,100,165,143,230,16.88,0.000%,.16830,0.05,0.05,297.8
/success.txt-5,100,80,70,105,6.94,0.000%,.16833,0.04,0.05,216.0
/success.txt-6,100,81,71,102,5.69,0.000%,.16832,0.04,0.05,216.0
/chains/remote-settings.content-signature.mozilla.org-2024-02-29-06-55-22.chain-3,100,256,228,328,17.71,0.000%,.16828,0.97,0.06,5874.6
/v1/tiles-2,100,391,355,452,20.96,0.000%,.16825,0.05,0.04,274.0
/v1/buckets/main/collections/ms-language-packs/records/cfr-v1-en-US-7,100,258,220,632,42.29,0.000%,.16829,0.15,0.06,941.9
/v1/buckets/main/collections/ms-language-packs/records/cfr-v1-en-US-8,100,82,72,117,7.65,0.000%,.16834,0.15,0.06,941.9
/spocs-4,100,516,481,930,47.60,0.000%,.16822,0.10,0.08,639.0
/v4/threatListUpdates:fetch-9,100,357,322,422,19.47,0.000%,.16828,5.93,0.14,36058.6
/v1/buckets/main/collections/ms-language-packs/records/cfr-v1-en-US-13,100,86,72,383,31.08,0.000%,.16834,0.15,0.06,941.9
/update/6/Firefox/121.0.1/20240108143603/WINNT_x86_64-msvc-x64/es-ES/release/Windows_NT%252010.0.0.0.22621.3085%2520(x64)/ISET%3ASSE4_2%2CMEM%3A28524/default/default/update.xml-10,100,282,221,624,64.78,0.000%,.16829,0.17,0.08,1043.2
/submit/firefox-desktop/events/1/c2c71131-e998-4de1-8c62-81fa4dc02073-11,100,446,377,730,41.20,0.000%,.16829,0.13,0.39,813.3
/submit/messaging-system/undesired-events/1/fda88682-cecb-47ea-8137-50756ec886b0-12,100,271,216,414,24.18,0.000%,.16833,0.14,0.20,825.4
/submit/messaging-system/undesired-events/1/848879d1-4715-415a-950f-83328f69fe52-15,100,270,221,341,23.44,0.000%,.16832,0.14,0.20,832.6
/submit/messaging-system/undesired-events/1/a014ba06-7b8e-4e22-b1b1-42a363232a40-16,100,269,225,337,21.23,0.000%,.16832,0.14,0.20,827.0
/submit/firefox-desktop/newtab/1/ad86e78d-7737-410a-a597-5257c712115b-17,100,268,221,325,19.90,0.000%,.16832,0.14,0.36,821.4
/submit/firefox-desktop/newtab/1/216bdaa9-7bde-4239-ad19-acd871517c86-18,100,274,228,388,29.87,0.000%,.16831,0.14,0.37,822.6
/submit/firefox-desktop/use-counters/1/eef99f77-0ba1-41aa-a33e-fb69e5b10d50-19,100,285,216,687,48.39,0.000%,.16831,0.14,0.95,826.6
/submit/firefox-desktop/pageload/1/52361c2f-1fab-400d-ab5e-f01fbd4c2e4a-20,100,267,218,316,19.21,0.000%,.16830,0.13,0.26,811.7
/submit/firefox-desktop/newtab/1/199ef910-765e-4663-a947-e5b7a877b923-21,100,268,217,319,20.31,0.000%,.16832,0.13,0.24,815.9
/submit/firefox-desktop/baseline/1/e6d6a573-60a1-4b61-8b61-94e3e929ea4f-22,100,269,221,322,18.93,0.000%,.16831,0.14,0.33,832.1
/submit/firefox-desktop/messaging-system/1/f9299252-40bf-484e-85bf-07dc338b0e83-23,100,274,227,518,34.91,0.000%,.16829,0.14,0.31,830.6
/submit/firefox-desktop/messaging-system/1/e2d3048e-4050-4ddb-8b82-4a250848fee1-24,100,265,225,361,22.06,0.000%,.16828,0.14,0.30,821.7
/submit/firefox-desktop/messaging-system/1/b22a98df-61a6-402d-ac44-63e2ceee8cab-25,100,270,228,321,18.57,0.000%,.16828,0.14,0.31,833.4
