Label,# Samples,Error %,Apdex Value,Apdex Target (s),Apdex Rating,Small Group,Failed
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/cuenta-vuce/existe-830,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/cuenta-vuce/existe?tipoDocumento=1&numeroDocumento=20506601330-829,1,0.0,1.0,4.0,Excellent,true,false
"test/pass-through-https-cert/autenticacion2/authentication-api/1.0/cuenta-vuce/guardar?idpLogin=AUTHSUNAT&abbreviation=MR-1,104",1,0.0,1.0,4.0,Excellent,true,false
"test/pass-through-https-cert/autenticacion2/authentication-api/1.0/cuenta-vuce/guardar?idpLogin=AUTHSUNAT&abbreviation=MR-1,105",1,1.0,0.0,4.0,Unacceptable,true,true
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/data-min-legacy-832,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/data-min-legacy-833,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/data-min-legacy?idp=AUTHSUNAT&usuario=DCC25301&tipoDocumento=1&numeroDocumento=20506601330-831,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/usuario-dni-tercero-828,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-api/1.0/usuario/usuario-dni-tercero?numeroDocumentoSecundario=&tipoDocumentoSecundario=2&numeroAutenticado=20506601330&idpLogin=AUTHSUNAT&usuarioSol=DCC25301&componente=MR-825,1,0.0,1.0,4.0,Excellent,true,false
"test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/confirmacion-1,091",1,1.0,0.0,4.0,Unacceptable,true,true
"test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/confirmacion?email=asilvera@mincetur.gob.pe&nombres=JULIO%20ESCRIBA-1,090",1,0.0,1.0,4.0,Excellent,true,false
"test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/validate-code-1,096",1,0.0,1.0,4.0,Excellent,true,false
"test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/validate-code?email=asilvera@mincetur.gob.pe&code=371083-1,095",1,0.0,1.0,4.0,Excellent,true,false
"test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/verify-email-existe-1,089",1,1.0,0.0,4.0,Unacceptable,true,true
"test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/correo/verify-email-existe?email=asilvera@mincetur.gob.pe-1,088",1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/interopera/reniec-827,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-common-api/1.0/interopera/reniec?aplicacion=AUTH2&dni=40038284&cacheable=true-826,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/pais-835,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/pais-840,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/ubigeo-841,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/catalogo/ubigeo-842,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico-838,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico-839,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico?codigo=TIEMPOCODVAL-834,1,0.0,1.0,4.0,Excellent,true,false
test/pass-through-https-cert/autenticacion2/authentication-parametry-api/1.0/parametro/unico?codigo=TIEMPOCODVAL-836,1,0.0,1.0,4.0,Excellent,true,false
